0 0.000416666666666667 0 1.66666666666667e-05
8 0.000483333333333333 0 0
80 0.000766666666666667 0 5e-05
216 8.33333333333333e-05 0 1.66666666666667e-05
1000 0.00085 0 0
6076 8.33333333333333e-05 1.66666666666667e-05 0
6124 0.000616666666666667 0 0
20000 0.00055 0 3.33333333333333e-05
110000 0.00015 1.66666666666667e-05 0
110000000 0.00408333333333333 0.00358333333333333 1.66666666666667e-05
6480000000 0.144816666666667 0.143733333333333 0.000166666666666667
8000000000 0.1714 0.1701 0.00015
9663682540 0.36745 0.366933333333333 0.00025
107125012035 2.54463333333333 2.54238333333333 0.00103333333333333
256934935838 6.42603333333333 6.42406666666667 0.000816666666666667
